room_type,number_of_reviews,calculated_host_listings_count,availability_365,price,distance,cancellation_policy,size,amenities_num,host_identity_verified,security_deposit,cleaning_fee,guests_included,extra_people,review_scores_rating,bathrooms,bedrooms,beds,bed_type,accommodates
1,4,1,0,20,5.121995876978516,1,69.59124929130542,14,0,213.93,26.73,1,8.0,95.0,2.0,1.0,1.0,0,2
0,0,1,0,150,15.919267544538428,1,60.0,10,0,100.0,50.0,1,0.0,94.41,1.0,1.0,1.0,0,2
0,1,1,0,48,5.602052993178875,0,30.0,9,0,150.0,26.73,1,0.0,80.0,1.0,2.0,2.0,0,3
1,6,1,0,30,2.99189450201903,0,35.0,12,0,213.93,10.0,1,15.0,92.0,1.0,1.0,1.0,1,2
0,4,1,0,33,5.775744007603928,0,64.0,14,0,300.0,60.0,2,0.0,100.0,1.0,1.0,1.0,0,2
1,5,1,0,20,6.249151534540489,1,17.0,12,0,150.0,5.0,1,10.0,96.0,1.0,1.0,1.0,0,2
1,0,1,0,18,3.0226989653630576,0,43.61743138471968,4,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,1
0,3,1,0,50,4.097455755594434,0,10.0,11,0,100.0,26.73,1,0.0,90.0,1.0,1.0,2.0,0,2
0,0,1,0,40,3.8691060374561377,1,49.98393519232333,7,0,250.0,26.73,1,0.0,94.41,1.0,1.0,1.0,0,2
0,27,1,274,60,13.06966691754258,1,80.93171630131476,17,0,213.93,50.0,2,10.0,92.0,1.0,2.0,5.0,0,5
1,0,1,0,70,4.868628777948846,0,15.0,9,0,213.93,26.73,1,0.0,94.41,2.0,1.0,1.0,3,2
0,1,9,279,42,7.618674089601157,2,41.0,14,0,1500.0,85.0,4,10.0,100.0,1.0,1.0,2.0,0,4
0,31,1,264,48,4.03013268718972,0,30.0,5,0,213.93,26.73,1,0.0,91.0,1.0,1.0,1.0,0,2
0,12,1,75,57,3.60343259365601,2,76.94138144034699,27,0,0.0,35.0,2,25.0,93.0,1.0,1.0,2.0,0,4
0,0,1,0,55,6.08249031059555,0,50.0,10,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,2
1,34,3,0,35,2.5308788543285052,2,25.0,22,0,213.93,20.0,1,10.0,97.0,1.0,1.0,2.0,0,3
1,1,1,0,20,3.3414911533811487,0,50.0,6,0,213.93,26.73,1,0.0,100.0,1.0,1.0,1.0,0,1
1,0,3,0,25,2.428484149840245,0,43.61743138471968,7,0,213.93,26.73,1,0.0,94.41,1.0,1.0,2.0,0,1
0,0,1,0,120,8.580671248455053,0,15.0,11,0,213.93,50.0,1,0.0,94.41,2.0,4.0,5.0,0,5
0,31,1,0,169,1.1156179266087467,2,10.0,14,0,213.93,75.0,1,0.0,96.0,1.5,2.0,3.0,0,5
1,1,1,0,23,1.0328298292503642,1,67.76490879509021,5,0,100.0,30.0,1,5.0,100.0,2.0,1.0,1.0,2,2
1,2,1,0,25,4.591323468085125,1,20.0,6,0,213.93,26.73,1,0.0,100.0,2.0,1.0,1.0,0,1
1,2,1,0,33,2.516235234614615,0,47.626680506506325,13,0,213.93,10.0,1,0.0,80.0,1.0,1.0,1.0,0,2
1,1,3,0,25,2.49988979635596,0,58.722163343336035,7,0,213.93,26.73,1,0.0,100.0,2.0,1.0,1.0,0,1
1,3,1,8,16,5.06124384356905,1,41.380800014775936,10,0,500.0,0.0,1,0.0,100.0,1.0,1.0,1.0,0,1
1,0,3,0,17,2.423915755457813,0,10.0,6,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,1
0,18,1,39,54,3.8869214164943235,2,50.190778605649314,14,0,200.0,30.0,1,0.0,92.0,1.0,1.0,2.0,0,2
0,0,1,0,70,6.144450385528984,0,28.51269942610333,1,0,213.93,26.73,1,0.0,94.41,0.0,1.0,1.0,4,1
1,6,1,129,29,4.537130182711661,0,20.0,7,0,213.93,5.0,1,15.0,97.0,1.0,1.0,1.0,0,2
1,73,1,163,37,3.606300143369323,2,22.0,21,0,0.0,15.0,1,15.0,99.0,1.0,1.0,1.0,0,2
1,9,1,0,35,4.598234764578537,1,10.0,13,0,300.0,10.0,1,14.0,98.0,1.0,1.0,2.0,0,4
1,2,2,360,50,2.3821069777640287,0,49.8234072563462,3,0,213.93,26.73,1,0.0,80.0,1.0,1.0,1.0,0,2
0,0,1,0,40,5.128473894336329,0,44.63726443177631,11,0,500.0,5.0,1,0.0,94.41,1.0,0.0,1.0,0,2
1,1,1,0,25,2.723261240851407,0,20.0,5,0,213.93,26.73,1,5.0,100.0,1.0,1.0,1.0,0,2
0,0,1,0,25,5.499208960151074,0,49.8234072563462,11,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,4,2
1,0,1,0,30,6.77736645575773,0,26.0,4,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,1
1,0,1,0,35,5.100662945498062,2,49.8234072563462,7,0,213.93,26.73,1,0.0,94.41,1.0,1.0,2.0,0,2
1,8,1,0,50,4.8592260013553155,0,53.605050924230106,20,0,100.0,15.0,1,10.0,93.0,1.0,1.0,1.0,0,2
0,5,1,0,22,4.31079915225597,1,49.761412408878456,14,0,200.0,26.73,1,0.0,96.0,1.0,1.0,2.0,0,2
0,128,2,269,80,5.858171367950855,2,11.0,5,0,213.93,35.0,2,15.0,89.0,1.0,1.0,2.0,0,4
1,10,1,332,28,5.635865203197329,1,43.61743138471968,10,0,213.93,26.73,1,0.0,98.0,1.0,1.0,1.0,0,1
0,3,1,0,56,4.627809679406084,1,15.0,10,0,300.0,10.0,2,5.0,100.0,1.0,2.0,2.0,0,4
0,2,1,0,45,4.074723159222228,2,66.86528827683387,8,0,200.0,35.0,1,0.0,100.0,1.0,2.0,2.0,0,4
0,15,1,344,120,1.870430454226098,0,55.80222608809089,7,0,213.93,25.0,1,0.0,82.0,1.0,1.0,2.0,0,3
0,19,1,96,170,5.286816396812551,2,115.0,20,0,500.0,50.0,1,0.0,96.0,2.0,3.0,5.0,0,5
0,12,1,0,85,3.9721175202715093,2,84.0,28,0,200.0,42.0,1,30.0,98.0,1.0,1.0,2.0,0,3
1,0,1,0,17,5.44247624163409,0,10.0,6,0,88.0,26.73,1,0.0,94.41,1.0,1.0,1.0,0,1
0,2,1,191,35,20.970756897519966,2,10.0,18,0,0.0,55.0,1,10.0,90.0,1.0,1.0,1.0,0,2
0,126,2,342,70,5.743653452246221,2,11.0,7,0,213.93,35.0,2,15.0,91.0,1.0,1.0,2.0,0,4
1,7,1,0,40,6.056838888372643,1,65.0,23,0,100.0,30.0,2,9.0,97.0,1.0,1.0,1.0,0,2
0,0,1,0,80,1.4610641865964666,0,64.92813921496256,9,0,213.93,26.73,1,0.0,94.41,2.0,1.0,2.0,0,2
0,30,1,0,100,0.8127422552498254,1,72.52856526582744,14,0,100.0,40.0,3,20.0,99.0,1.0,2.0,3.0,0,3
1,2,1,0,60,5.0194136984284015,0,15.0,7,0,213.93,26.73,1,0.0,100.0,1.0,1.0,1.0,0,2
0,1,5,346,129,2.65305765302478,2,300.0,17,0,200.0,59.0,1,40.0,80.0,1.0,2.0,2.0,0,6
0,8,1,0,84,2.649960259697767,0,84.0,13,0,213.93,26.73,4,12.0,100.0,1.0,1.0,4.0,0,4
1,3,1,0,25,2.2753152157967316,2,26.0,16,0,100.0,0.0,1,5.0,100.0,1.0,1.0,1.0,0,2
0,0,1,0,78,3.6609433893792906,0,60.0,7,0,400.0,26.73,1,0.0,94.41,1.0,1.0,1.0,0,3
0,52,1,327,74,11.028794763765472,1,72.21406264846084,32,0,100.0,40.0,2,15.0,98.0,1.0,1.0,2.0,0,4
0,6,5,339,80,2.7092685039763538,2,300.0,17,0,200.0,59.0,1,30.0,72.0,1.0,0.0,1.0,0,3
1,25,2,310,90,3.585827995127735,0,64.01111530405174,13,0,213.93,30.0,1,0.0,98.0,1.5,1.0,2.0,0,3
0,53,1,339,87,5.614285381605699,2,60.0,16,0,213.93,25.0,2,39.0,96.0,1.0,1.0,2.0,0,2
1,12,1,0,49,3.424626968571769,1,10.0,19,0,0.0,25.0,1,0.0,95.0,1.0,1.0,1.0,1,2
1,90,1,2,30,2.622560760794301,2,300.0,17,0,213.93,12.0,1,12.0,95.0,1.0,1.0,1.0,0,2
0,36,4,335,240,3.4477757784725984,2,150.0,22,0,200.0,90.0,1,15.0,92.0,2.0,4.0,8.0,0,13
0,1,1,0,70,1.0290996455488537,0,10.0,7,0,213.93,30.0,1,0.0,100.0,1.0,2.0,2.0,0,4
1,6,2,0,30,3.5309120594473713,2,30.0,16,0,213.93,15.0,1,15.0,93.0,1.0,1.0,1.0,0,2
1,3,1,0,19,6.672398985707342,0,32.0,5,0,213.93,26.73,1,0.0,67.0,1.0,1.0,1.0,0,2
1,1,1,0,25,6.5576281922705215,1,10.0,8,0,213.93,5.0,1,5.0,100.0,1.0,1.0,1.0,0,2
1,0,2,0,14,10.754921629768795,2,43.61743138471968,5,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,1
1,0,1,0,30,5.64229054301286,0,83.0,6,0,150.0,15.0,1,0.0,94.41,1.0,1.0,1.0,0,1
1,11,1,89,38,6.979431519428107,0,18.0,17,0,0.0,30.0,1,30.0,96.0,1.0,1.0,1.0,0,2
1,5,1,0,30,4.376138351172435,2,15.0,15,0,213.93,26.73,1,0.0,96.0,1.0,1.0,1.0,0,2
1,0,1,0,10,9.494302108759827,0,43.61743138471968,6,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,1
1,0,1,0,30,3.3522417814636625,0,54.76861457524028,7,0,213.93,20.0,1,10.0,94.41,1.0,1.0,1.0,0,2
1,210,1,8,49,3.1389133726839065,0,49.8234072563462,20,0,213.93,26.73,1,0.0,97.0,1.0,1.0,1.0,1,2
0,12,1,0,120,1.981030066377008,2,99.60257833110606,20,0,500.0,40.0,1,10.0,97.0,2.0,3.0,4.0,0,5
1,0,1,0,15,4.346075915685961,0,49.8234072563462,7,0,213.93,26.73,2,0.0,94.41,1.0,1.0,1.0,0,2
0,1,1,0,97,3.448284097263488,2,83.0,10,0,200.0,26.73,1,0.0,100.0,1.0,1.0,1.0,0,2
1,0,1,0,40,3.884072461292187,0,61.8582707234013,8,0,213.93,26.73,1,10.0,94.41,1.0,1.0,2.0,0,3
0,8,1,220,89,3.6819835915484362,2,70.52534422428205,15,0,100.0,19.0,1,0.0,97.0,1.0,2.0,2.0,0,5
1,0,1,0,21,2.5147617644822313,1,61.8582707234013,7,0,213.93,26.73,1,10.0,94.41,1.0,1.0,2.0,0,3
1,0,1,0,20,4.939800273259579,0,60.0,6,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,1
1,0,1,0,22,6.378908734001466,0,64.04401052440713,8,0,100.0,26.73,1,10.0,94.41,2.0,1.0,1.0,0,1
0,7,1,233,45,6.744367943384378,0,40.01139669344085,10,0,213.93,26.73,2,0.0,100.0,1.0,0.0,2.0,0,1
1,13,1,251,75,3.1913083425207067,2,63.38793570177536,10,0,213.93,15.0,2,0.0,97.0,2.0,1.0,2.0,0,2
0,1,1,0,90,4.283153263475199,0,10.0,14,0,200.0,65.0,5,20.0,100.0,2.0,4.0,4.0,0,5
0,3,1,0,50,1.6208533825525193,0,61.63111368351947,8,0,213.93,25.0,2,10.0,90.0,1.0,1.0,2.0,0,3
1,2,1,0,26,6.334653076295844,1,22.0,12,0,213.93,26.73,1,0.0,100.0,1.0,1.0,2.0,0,2
1,5,1,0,29,6.809046221955338,2,15.0,15,0,100.0,10.0,1,6.0,92.0,1.0,1.0,1.0,0,2
1,1,1,0,50,5.973949237979646,0,200.0,11,0,213.93,20.0,1,0.0,94.41,1.0,1.0,1.0,0,2
1,4,2,0,30,2.9996783427804012,0,10.0,8,0,213.93,26.73,1,0.0,90.0,1.0,1.0,2.0,0,2
0,42,1,169,55,3.9120875103950237,2,56.453666654285705,7,0,150.0,35.0,1,10.0,95.0,1.0,1.0,2.0,0,2
1,2,1,0,20,6.126824391945844,1,90.0,4,0,100.0,0.0,1,0.0,100.0,1.0,1.0,1.0,0,2
1,49,1,109,24,6.40607979644797,1,43.61743138471968,14,0,213.93,26.73,1,0.0,95.0,1.0,1.0,1.0,2,1
1,9,2,0,30,7.284529308507841,2,59.43417670229284,13,0,180.0,70.0,1,7.0,93.0,1.0,1.0,2.0,0,2
1,8,2,0,24,2.6348137169053425,2,10.0,11,0,250.0,26.73,1,10.0,95.0,1.0,1.0,1.0,0,2
1,5,1,0,40,5.614163048936557,0,140.0,13,0,213.93,26.73,1,0.0,95.0,1.5,1.0,1.0,0,2
1,1,1,0,24,4.354156630159808,1,25.0,7,0,213.93,26.73,1,0.0,100.0,1.0,1.0,1.0,0,2
0,3,1,0,45,1.7371735300303097,0,30.0,7,0,213.93,26.73,1,0.0,93.0,1.0,1.0,1.0,0,1
1,5,1,20,30,3.5216916057614314,1,62.89533964607216,22,0,500.0,50.0,1,15.0,92.0,1.0,1.0,2.0,0,2
1,0,1,0,60,3.955769446052214,0,10.0,10,0,100.0,26.73,4,10.0,94.41,1.0,1.0,2.0,0,4
0,136,1,79,110,3.46277699959005,2,65.0,22,0,250.0,49.0,2,49.0,97.0,1.0,1.0,1.0,0,3
1,1,1,0,24,3.9561856363929726,0,49.8234072563462,6,0,213.93,26.73,1,0.0,100.0,1.0,1.0,1.0,0,2
0,9,1,0,100,9.80347253708612,0,15.0,9,0,213.93,70.0,1,0.0,93.0,1.5,3.0,6.0,0,6
0,0,1,190,25,2.4455622423618073,0,53.42944194762503,14,0,213.93,26.73,1,0.0,94.41,1.0,2.0,2.0,0,2
1,6,2,0,35,2.8857596557732244,1,40.0,7,0,213.93,26.73,1,0.0,93.0,1.0,1.0,1.0,0,2
0,60,1,158,49,3.9171604513402047,2,20.0,15,0,250.0,49.0,1,10.0,86.0,1.0,1.0,2.0,0,3
0,0,1,0,57,7.062043797515992,0,10.0,8,0,213.93,26.73,1,0.0,94.41,1.0,1.0,2.0,0,3
0,1,1,0,40,3.035081179818211,0,49.8234072563462,9,0,213.93,26.73,1,0.0,100.0,1.0,1.0,1.0,0,2
1,12,4,0,20,4.651193253071249,0,15.0,8,0,250.0,10.0,1,12.0,92.0,2.0,1.0,1.0,0,2
0,3,1,0,65,3.0369110189681967,0,59.802110905207805,11,0,100.0,40.0,2,15.0,93.0,1.0,1.0,1.0,0,2
1,2,1,0,45,2.358289802418823,1,67.0,8,0,200.0,40.0,1,0.0,90.0,1.0,1.0,1.0,0,2
0,2,1,0,26,6.722163184900031,2,15.0,9,0,213.93,26.73,1,0.0,100.0,1.0,0.0,1.0,0,3
1,5,2,0,38,3.010157333580893,0,73.67147060810542,11,0,213.93,26.73,1,15.0,92.0,2.0,1.0,1.0,0,2
0,2,1,0,30,4.005026455580578,0,59.12837740489405,1,0,100.0,26.73,1,0.0,100.0,1.0,2.0,2.0,0,3
0,4,1,0,30,6.1559908842576885,0,15.0,10,0,100.0,20.0,1,20.0,87.0,1.0,1.0,1.0,0,2
1,3,1,0,20,2.4598813275533447,2,58.491193654935564,7,0,250.0,50.0,1,20.0,93.0,1.0,1.0,1.0,2,1
1,3,1,0,25,4.2725290521430175,1,15.0,11,0,213.93,26.73,1,0.0,87.0,1.0,1.0,1.0,0,1
0,252,6,292,59,2.260440654682245,1,70.0,23,0,213.93,28.0,2,18.0,97.0,1.0,2.0,4.0,0,6
1,33,1,4,40,3.9604769563296163,2,10.0,20,0,213.93,20.0,1,0.0,95.0,1.0,1.0,1.0,0,2
0,5,1,0,55,3.1515874030775954,0,48.87773213234395,7,0,200.0,20.0,1,0.0,96.0,1.0,1.0,1.0,0,2
1,0,1,0,29,3.5831376212874337,0,43.61743138471968,7,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,1
1,2,2,0,15,2.7549490676694584,0,61.481182447203366,5,0,213.93,26.73,1,20.0,80.0,1.0,1.0,1.0,0,2
1,2,2,0,25,2.9059375019908855,0,56.029383127972714,4,0,213.93,26.73,1,0.0,90.0,1.0,1.0,2.0,4,3
0,12,1,0,120,4.060548399959502,2,90.0,15,0,213.93,50.0,2,15.0,95.0,1.0,2.0,2.0,0,4
0,14,1,0,38,9.909399696553498,0,52.423348436693885,12,0,213.93,26.73,2,0.0,100.0,1.0,0.0,2.0,0,3
1,12,1,0,25,2.1843007568763158,2,49.377560653210445,8,0,100.0,5.0,1,5.0,98.0,1.0,1.0,1.0,0,2
1,0,1,0,49,4.421891418811427,1,10.0,8,0,213.93,26.73,1,0.0,94.41,2.0,1.0,1.0,0,1
1,1,2,0,40,3.4383302531339024,0,22.0,8,0,213.93,26.73,1,0.0,100.0,1.0,1.0,1.0,0,2
0,0,1,0,44,6.199831417190269,0,15.0,12,0,213.93,26.73,1,20.0,94.41,1.0,1.0,1.0,0,2
0,0,1,0,45,3.0787223747066674,0,49.8234072563462,6,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,2,2
0,4,1,0,45,5.043016394941912,0,70.27956059541465,11,0,100.0,20.0,2,10.0,100.0,1.0,2.0,3.0,0,4
0,2,1,0,80,0.8154009856343049,1,50.0,9,0,100.0,20.0,2,20.0,100.0,1.0,1.0,1.0,0,2
1,0,1,0,20,5.6418727722063515,0,90.0,6,0,213.93,26.73,1,0.0,94.41,1.5,1.0,1.0,0,1
1,1,1,0,27,5.913308189396017,1,49.8234072563462,8,0,213.93,26.73,1,0.0,100.0,1.0,1.0,1.0,0,2
1,2,1,0,35,4.18484068575412,1,300.0,6,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,2
1,1,1,0,65,1.4143868470587806,0,43.61743138471968,8,0,213.93,26.73,1,0.0,100.0,1.0,1.0,1.0,0,1
0,4,3,67,45,3.7005614245779084,2,50.0,7,0,250.0,40.0,1,0.0,95.0,1.0,1.0,1.0,0,2
1,46,1,260,35,3.178375054610372,1,55.65229485177478,18,0,213.93,26.73,1,10.0,97.0,1.0,1.0,1.0,0,2
0,0,1,0,26,2.6736998494075,1,10.0,9,0,213.93,15.0,1,10.0,94.41,1.0,1.0,1.0,0,2
0,2,1,0,52,4.361792134318981,1,50.53356092274279,8,0,100.0,36.0,2,0.0,100.0,1.0,1.0,1.0,0,2
0,14,4,7,130,6.555570557246823,1,20.0,14,0,0.0,0.0,5,15.0,100.0,2.0,4.0,5.0,0,7
0,6,1,0,98,4.44086148050629,1,10.0,12,0,213.93,40.0,3,35.0,93.0,1.0,1.0,4.0,0,4
1,17,4,0,30,6.677057979522371,0,55.41792591840196,13,0,0.0,10.0,1,15.0,98.0,1.0,1.0,1.0,0,2
0,50,4,335,270,3.64331333250441,2,180.0,20,0,200.0,105.0,1,15.0,96.0,3.0,5.0,7.0,0,15
0,0,1,0,65,3.953490622794462,0,54.43553545855616,7,0,213.93,26.73,1,0.0,94.41,1.0,4.0,5.0,0,1
0,32,4,343,210,3.4392837492617794,2,135.0,17,0,200.0,80.0,1,15.0,90.0,2.0,3.0,11.0,0,13
1,0,1,0,18,3.503719091834055,0,44.00048210414168,7,0,300.0,26.73,1,0.0,94.41,1.0,1.0,1.0,1,1
0,1,1,0,35,3.680014380051936,0,49.8234072563462,10,0,213.93,26.73,1,0.0,100.0,1.0,1.0,1.0,0,2
0,14,1,0,55,3.0317032265712482,1,10.0,17,0,0.0,10.0,1,20.0,95.0,1.0,1.0,1.0,0,2
0,3,1,32,75,3.8955557844983075,1,48.432686565454205,8,0,100.0,20.0,1,0.0,100.0,1.0,1.0,1.0,0,2
1,5,1,0,25,6.600344957847026,0,49.8234072563462,7,0,213.93,26.73,1,0.0,88.0,1.0,1.0,1.0,0,2
0,22,1,0,80,8.540777323751483,1,140.0,24,0,213.93,40.0,4,20.0,100.0,1.5,2.0,4.0,0,6
0,1,1,0,58,4.128101816126743,0,54.20466198387291,11,0,150.0,15.0,1,0.0,94.41,1.0,1.0,1.0,0,3
0,99,2,153,73,5.824782115719912,1,77.28340205963308,13,0,0.0,40.0,2,20.0,91.0,1.0,0.0,3.0,0,5
1,0,1,0,23,3.3604821867938592,1,10.0,9,0,150.0,50.0,1,10.0,94.41,1.0,1.0,1.0,0,2
1,0,1,0,22,5.797417431263656,0,43.61743138471968,7,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,1
0,10,1,0,50,2.7345088516819107,1,58.286502652788315,8,0,200.0,0.0,1,10.0,94.0,1.0,1.0,1.0,0,3
1,70,1,353,50,3.721555032069149,1,69.46291462328239,22,0,213.93,30.0,1,20.0,99.0,1.5,1.0,1.0,1,2
1,7,1,0,44,3.923187678534962,0,46.67459452525909,10,0,0.0,10.0,1,0.0,100.0,1.0,1.0,1.0,0,2
1,10,1,4,30,3.976645329179894,0,55.65229485177478,8,0,213.93,26.73,1,10.0,94.0,1.0,1.0,1.0,0,2
0,31,1,0,50,4.860558141815814,2,10.0,12,0,150.0,30.0,2,0.0,94.0,1.0,1.0,1.0,0,2
1,4,1,0,55,6.853174174685586,2,56.08166104854564,15,0,213.93,30.0,2,10.0,85.0,1.0,1.0,1.0,0,2
0,0,2,0,90,4.932356987082257,0,53.42944194762503,3,0,213.93,26.73,1,0.0,94.41,1.0,2.0,2.0,0,2
1,7,1,0,30,2.4431822908361736,0,30.0,11,0,213.93,26.73,1,0.0,100.0,1.0,1.0,1.0,0,2
1,0,1,0,80,4.997585832447316,2,89.25762993406039,14,0,2000.0,50.0,1,0.0,94.41,1.0,2.0,1.0,0,6
1,0,1,0,20,2.7719707738501804,0,43.61743138471968,9,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,1
0,2,1,0,75,3.3605020799331418,1,10.0,8,0,213.93,10.0,2,20.0,100.0,1.5,1.0,1.0,0,2
0,3,1,0,80,4.279829505765952,0,72.04736956250458,9,0,213.93,26.73,1,0.0,87.0,1.0,2.0,3.0,0,5
0,4,3,0,50,3.7422839651845656,1,48.65520934889908,14,0,150.0,20.0,2,0.0,100.0,1.0,1.0,1.0,0,2
0,1,1,0,99,2.8765610318093917,0,69.78772497890742,15,0,213.93,26.73,1,0.0,100.0,1.5,1.0,3.0,0,4
0,12,1,0,100,4.09713776753928,2,47.77616332880152,14,0,100.0,15.0,1,0.0,98.0,1.0,1.0,1.0,0,2
0,4,1,0,72,4.102270428844564,2,110.0,12,0,200.0,52.0,1,25.0,100.0,1.0,3.0,2.0,0,4
0,0,5,335,39,4.912175184072137,2,15.0,19,0,400.0,100.0,1,0.0,94.41,1.0,1.0,1.0,0,2
1,4,2,0,48,2.9149289668990663,0,49.8234072563462,10,0,213.93,26.73,1,0.0,100.0,1.0,1.0,1.0,0,2
1,0,1,0,65,3.6652906869794792,0,55.42513781189296,12,0,213.93,25.0,1,10.0,94.41,1.0,1.0,1.0,0,2
0,7,1,0,32,5.580692846314313,2,15.0,9,0,100.0,30.0,1,5.0,91.0,1.0,1.0,1.0,0,2
1,205,2,78,47,1.8262670514980346,2,30.0,9,0,0.0,5.0,1,18.0,97.0,1.0,1.0,1.0,0,2
1,21,1,0,30,5.681644462719912,0,52.73785105406049,9,0,213.93,26.73,1,5.0,94.0,1.0,1.0,1.0,0,2
0,0,1,0,40,5.937908159755413,0,25.0,8,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,2
1,2,1,0,23,4.134072878098234,0,47.598029293414875,8,0,200.0,0.0,1,0.0,100.0,1.5,1.0,1.0,0,1
1,0,1,0,20,3.910653174855856,0,43.61743138471968,4,0,213.93,26.73,1,0.0,94.41,1.0,1.0,2.0,0,1
0,0,1,0,55,1.5168336786285037,0,54.706619727772534,5,0,200.0,20.0,1,10.0,94.41,1.0,1.0,1.0,0,2
1,0,1,0,20,8.042451647469537,0,18.0,11,0,150.0,26.73,1,0.0,94.41,1.5,1.0,1.0,0,2
1,0,1,0,16,3.3946725576769263,0,25.0,6,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,1
1,6,1,0,120,3.4144723321381556,1,113.67304786910836,12,0,0.0,40.0,1,25.0,97.0,2.5,3.0,3.0,0,5
0,8,2,0,46,6.623509297046707,0,20.0,12,0,213.93,26.73,2,30.0,98.0,1.0,1.0,1.0,0,2
1,26,1,84,16,6.3039955852382334,0,43.61743138471968,10,0,213.93,26.73,1,0.0,95.0,1.0,1.0,1.0,0,1
1,103,1,110,39,4.109914610970086,2,64.82681881284972,22,0,220.0,30.0,1,12.0,98.0,1.5,1.0,1.0,0,2
0,6,1,0,45,1.4725887989929642,1,49.8234072563462,7,0,213.93,26.73,1,0.0,97.0,1.0,1.0,1.0,0,2
1,9,1,310,34,4.148030991711373,1,57.38962485139313,12,0,150.0,45.0,1,20.0,100.0,1.0,1.0,1.0,0,1
0,2,1,0,75,2.816546030079102,0,50.0,13,0,213.93,26.73,1,0.0,70.0,1.5,1.0,1.0,0,2
0,1,1,0,34,3.817158055687564,0,46.21737256506737,10,0,213.93,26.73,1,0.0,100.0,1.0,0.0,1.0,1,2
0,2,1,0,70,7.28070795660764,1,105.0,10,0,400.0,50.0,1,0.0,100.0,1.5,2.0,3.0,0,3
1,0,1,0,35,3.649268378223919,0,43.61743138471968,11,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,1
1,1,1,0,18,1.0514487577209775,0,15.0,4,0,213.93,26.73,1,0.0,100.0,1.0,1.0,1.0,0,1
1,0,1,0,40,2.8733187093879753,0,10.0,5,0,213.93,15.0,1,0.0,94.41,1.0,1.0,1.0,0,2
0,6,1,0,60,4.0274992478325755,1,47.04546885137913,5,0,400.0,26.73,1,0.0,83.0,1.0,0.0,1.0,0,2
1,15,1,90,80,3.7725864015803094,1,70.5226578770183,15,0,0.0,10.0,1,15.0,94.0,2.0,1.0,1.0,0,2
0,0,1,0,35,6.700203368944607,0,64.30119017769087,9,0,213.93,15.0,1,0.0,94.41,1.0,2.0,2.0,0,4
1,1,1,310,40,4.162004956838969,0,10.0,24,0,100.0,15.0,1,0.0,100.0,1.0,1.0,1.0,0,2
0,20,1,175,165,3.8403771014897017,1,57.80513943242523,17,0,213.93,30.0,2,0.0,100.0,1.5,1.0,1.0,0,2
1,0,1,0,20,4.045671808106453,0,58.722163343336035,7,0,213.93,26.73,1,0.0,94.41,2.0,1.0,1.0,0,1
1,148,3,262,35,3.373048767789255,2,57.46436880970064,15,0,100.0,0.0,1,20.0,85.0,1.0,1.0,1.0,0,2
0,0,1,0,50,4.875560778092243,1,59.28445569736349,6,0,213.93,10.0,2,20.0,94.41,1.0,1.0,1.0,0,2
0,20,1,0,65,2.7653952299512294,1,60.74698499296405,12,0,100.0,25.0,1,20.0,98.0,1.0,1.0,1.0,0,2
1,0,1,0,12,5.818483927378437,0,43.61743138471968,6,0,213.93,26.73,1,0.0,94.41,1.0,1.0,1.0,0,1
1,11,1,0,45,2.295706635451771,0,49.8234072563462,12,0,213.93,26.73,1,0.0,100.0,1.0,1.0,1.0,0,2
0,1,1,0,59,2.8308121642706467,0,30.0,6,0,150.0,26.73,1,0.0,100.0,1.0,1.0,1.0,0,2
1,4,1,252,45,5.237811284859114,2,65.53390015131313,20,0,100.0,40.0,1,8.0,87.0,1.0,2.0,3.0,0,3
1,11,1,0,35,2.294705708840045,2,15.0,16,0,213.93,26.73,1,10.0,89.0,1.0,1.0,1.0,0,2
1,3,1,0,35,1.5884553824340204,0,49.8234072563462,7,0,213.93,26.73,1,0.0,87.0,1.0,1.0,1.0,0,2
0,0,1,0,34,3.9344242311324207,0,23.0,15,0,350.0,0.0,1,0.0,94.41,1.0,2.0,2.0,0,4
0,6,1,0,120,5.293857722014707,1,51.50382507895468,12,0,200.0,40.0,1,0.0,95.0,1.0,1.0,1.0,0,2
0,1,1,0,70,5.6715260902246065,0,110.0,18,0,500.0,26.73,1,0.0,80.0,1.0,1.0,2.0,0,2
