room_type,number_of_reviews,calculated_host_listings_count,availability_365,price,distance,cancellation_policy,size,amenities_num,host_identity_verified,security_deposit,cleaning_fee,guests_included,extra_people,review_scores_rating,bathrooms,bedrooms,beds,bed_type,accommodates
15,4,4,87,86,12.47420124324439,19,90.2133034282327,6,0,1800.0,50.0,1,20.0,94.41,1.0,1.0,5.0,7,5
15,14,1,0,45,3.1632355266355194,18,67.0,10,0,200.0,40.0,1,5.0,86.0,1.0,1.0,2.0,7,3
15,63,2,325,100,5.247905246883434,18,90.0,25,0,150.0,40.0,2,15.0,94.0,1.0,2.0,5.0,7,4
15,79,1,0,80,3.099189555816962,20,45.0,11,0,100.0,26.73,2,100.0,97.0,1.0,1.0,1.0,10,2
15,3,2,242,50,7.858517425823251,18,60.0,14,0,213.93,26.73,2,10.0,100.0,1.0,0.0,1.0,7,4
16,40,1,0,49,1.0264549484844585,20,49.0,11,0,250.0,10.0,1,25.0,95.0,1.0,1.0,1.0,7,2
15,212,3,6,79,3.0510569283208913,18,90.0,16,0,0.0,35.0,2,5.0,96.0,1.0,0.0,1.0,7,4
15,253,3,0,75,3.0970139061098845,18,40.0,23,0,0.0,35.0,2,5.0,97.0,1.0,1.0,2.0,7,4
16,398,2,140,49,1.5336857385068676,20,55.65229485177478,11,0,213.93,26.73,1,10.0,98.0,1.0,1.0,1.0,7,2
16,341,1,43,38,2.949228588692122,18,215.0,17,0,213.93,26.73,1,18.0,94.0,1.0,1.0,1.0,7,2
15,33,6,328,65,7.571846150817341,18,10.0,15,0,0.0,40.0,1,25.0,84.0,1.0,2.0,5.0,7,5
16,132,1,301,75,3.3894036471269966,18,10.0,27,0,250.0,35.0,1,15.0,98.0,1.5,1.0,1.0,7,2
15,90,2,62,75,0.9998337699695174,18,300.0,20,0,213.93,35.0,2,19.0,90.0,1.0,1.0,4.0,7,4
16,101,2,142,38,6.050614839103449,19,50.0,24,0,100.0,17.0,1,0.0,94.0,1.0,1.0,1.0,7,2
16,6,1,338,89,4.473088498636575,20,60.0,22,0,200.0,30.0,2,7.0,95.0,1.0,2.0,4.0,7,4
15,301,1,66,74,3.130025860395509,18,81.21498448196044,15,0,150.0,35.0,2,25.0,87.0,1.0,2.0,3.0,7,4
15,92,3,0,50,1.4616871038208092,20,38.0,8,0,213.93,25.0,1,10.0,95.0,1.0,0.0,1.0,7,2
15,27,1,352,120,9.08883833057054,18,58.059698235131584,13,0,100.0,26.73,2,15.0,95.0,1.0,1.0,1.0,7,2
16,9,2,321,38,5.453384696862092,19,25.0,19,0,200.0,30.0,1,25.0,93.0,2.0,1.0,1.0,7,1
16,10,1,0,25,4.1515029202836695,19,20.0,8,0,213.93,26.73,1,10.0,83.0,1.5,1.0,1.0,7,2
15,0,1,55,89,14.285103634604587,18,83.53549440644994,25,0,0.0,40.0,2,29.0,94.41,1.0,2.0,6.0,7,4
15,189,1,133,88,3.0607638676736766,20,70.234224538683,22,0,213.93,49.0,2,30.0,96.0,1.0,1.0,1.0,7,2
15,110,1,97,125,4.536067477223032,18,10.0,26,0,750.0,70.0,2,25.0,98.0,2.0,2.0,2.0,7,4
15,2,1,0,50,7.41671082106564,19,15.0,20,0,213.93,10.0,3,0.0,100.0,1.0,1.0,1.0,7,2
15,0,1,282,100,11.981064228523884,18,100.0,29,0,213.93,60.0,2,20.0,94.41,1.0,2.0,4.0,7,4
16,5,1,316,35,7.488797055155833,18,67.8353365633796,22,0,385.0,50.0,1,35.0,92.0,1.0,1.0,1.0,7,1
15,22,1,15,70,3.2593991684178816,20,55.79714341763302,24,0,150.0,30.0,1,10.0,99.0,1.0,1.0,1.0,7,2
