room_type,calculated_host_listings_count,availability_365,price,distance,cancellation_policy,size,amenities_num,security_deposit,cleaning_fee,guests_included,extra_people,bathrooms,bedrooms,beds,bed_type,accommodates
16,1,0,55,3.4782898491959218,19,12.0,7,0.0,15.0,1,9.0,1.0,1.0,1.0,7,2
16,1,0,55,1.3350013299835828,20,48.283203743159014,7,213.93,15.0,1,0.0,1.0,1.0,1.0,7,2
15,17,168,80,8.49030349841659,20,63.60238739063482,22,0.0,0.0,2,10.0,1.0,1.0,4.0,7,4
15,1,31,95,3.096107002407642,20,50.0,7,200.0,70.0,1,0.0,1.0,1.0,1.0,7,2
16,1,0,50,5.607838062284172,19,62.55985998713553,9,0.0,20.0,1,25.0,1.0,1.0,2.0,7,2
15,1,0,80,3.2244579791573744,20,70.0,19,400.0,30.0,1,0.0,1.0,1.0,2.0,7,3
16,1,304,32,4.497435147114984,19,48.9325150863203,11,0.0,5.0,1,5.0,1.0,1.0,1.0,7,2
16,1,0,65,3.600952346609022,20,40.0,14,200.0,30.0,1,0.0,1.0,1.0,2.0,7,2
16,1,0,30,7.203329091239387,20,10.0,15,213.93,5.0,1,5.0,1.0,1.0,1.0,7,2
15,1,0,90,3.790634574724898,18,90.0,25,500.0,50.0,1,20.0,1.0,2.0,2.0,7,4
16,2,18,39,1.222228732509759,18,200.0,23,1500.0,0.0,1,17.0,2.0,1.0,1.0,7,2
16,1,0,50,4.532363554744522,19,49.82340725634625,16,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
15,3,0,61,9.082060552878243,22,90.0,13,213.93,26.73,3,0.0,0.5,1.0,3.0,7,3
15,3,232,81,20.060474706186444,22,80.0,9,213.93,26.73,6,0.0,0.5,3.0,4.0,7,6
15,2,0,60,5.313531614341951,19,63.45341443925786,15,213.93,30.0,2,12.0,1.0,1.0,1.0,7,3
16,2,0,112,5.507131283820267,19,62.23535899959919,9,213.93,26.73,1,0.0,1.0,1.0,4.0,7,4
16,1,0,30,4.443271770678112,19,49.82340725634625,8,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
15,1,0,75,2.4488221346920542,18,85.0,12,1500.0,0.0,1,0.0,1.0,2.0,2.0,7,2
15,4,155,95,1.7242865161892542,18,73.0931086685583,10,150.0,45.0,4,15.0,1.0,1.0,4.0,7,4
16,1,0,60,2.522536446924346,19,52.94852768757718,19,100.0,10.0,1,10.0,1.0,1.0,1.0,7,2
16,1,0,17,4.1624522067433904,20,45.36154805195332,9,0.0,0.0,1,0.0,1.0,1.0,1.0,7,2
16,1,0,45,4.46858975073993,19,15.0,15,0.0,10.0,1,10.0,1.0,1.0,1.0,7,2
15,2,238,100,6.594415087864625,18,110.0,13,150.0,75.0,4,12.0,1.5,2.0,5.0,7,9
16,1,0,23,3.5194379753367993,18,40.011396693441014,5,213.93,26.73,1,0.0,1.0,0.0,1.0,7,1
16,1,0,50,3.617753159853884,18,10.0,20,0.0,20.0,1,0.0,2.0,1.0,1.0,7,1
15,1,41,110,16.56616518416294,20,220.0,32,400.0,40.0,2,8.0,2.0,4.0,4.0,7,6
16,1,1,39,4.543323178908197,20,20.0,14,0.0,25.0,1,8.0,1.0,1.0,1.0,7,2
15,2,220,40,4.1813306303316855,18,50.928236562541535,13,0.0,40.0,2,5.0,1.0,2.0,4.0,7,1
16,1,0,35,5.632864028229882,19,49.82340725634625,7,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,2,0,50,4.420803004800243,18,20.0,4,200.0,10.0,1,10.0,1.0,1.0,1.0,7,2
16,1,14,35,3.985119653328277,18,53.16000535733999,11,0.0,15.0,1,10.0,1.0,1.0,1.0,7,2
16,1,0,36,4.3767146674444595,19,50.82845031916857,19,0.0,15.0,1,6.0,1.0,1.0,1.0,7,2
16,1,0,30,6.9236412824978375,19,20.0,8,213.93,20.0,1,10.0,1.0,1.0,1.0,7,2
15,1,251,67,9.54407310321469,18,110.0,22,2000.0,200.0,5,20.0,2.5,3.0,5.0,7,5
15,2,318,105,3.7802830557714184,18,72.72832725054859,15,1000.0,80.0,1,0.0,1.0,1.0,2.0,7,4
15,1,0,44,4.793101576008133,19,35.0,8,213.93,26.73,1,0.0,0.5,1.0,1.0,7,2
15,1,85,100,6.143484234459728,20,10.0,15,150.0,49.0,2,20.0,1.0,1.0,2.0,7,2
16,1,0,18,4.266373122019324,20,300.0,18,0.0,10.0,1,9.0,1.0,1.0,1.0,7,1
16,1,6,40,1.44188203215532,19,20.0,12,100.0,0.0,1,0.0,1.0,1.0,1.0,7,2
16,1,0,40,4.08327593787941,20,49.82340725634625,9,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
15,6,310,90,0.9017581471614491,18,78.85616819632833,16,200.0,65.0,2,20.0,1.0,1.0,2.0,7,4
15,2,0,70,5.540488010787106,19,70.0,14,0.0,30.0,2,10.0,1.0,2.0,2.0,7,4
15,1,0,79,7.452241732178462,18,25.0,23,0.0,49.0,1,9.0,1.0,1.0,1.0,7,4
15,1,0,55,4.2723157101350875,20,10.0,6,250.0,25.0,2,10.0,1.0,0.0,1.0,7,2
16,1,28,35,4.699151142995731,19,15.0,20,200.0,5.0,1,10.0,1.0,1.0,1.0,7,2
16,2,0,25,2.0721388339866937,19,48.2759918496676,7,0.0,0.0,1,5.0,1.0,1.0,1.0,7,2
15,1,13,148,4.1328252503507175,18,83.20857673514794,14,0.0,50.0,4,20.0,1.0,3.0,3.0,7,4
16,1,0,25,3.408887273445959,20,55.0,18,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,0,27,4.063731286753602,18,40.0,17,0.0,0.0,1,22.0,1.0,1.0,1.0,7,2
16,1,0,47,4.104517519943758,18,25.0,27,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,150,30,6.8793735430284855,20,15.0,15,0.0,10.0,1,0.0,1.0,1.0,1.0,7,1
16,1,0,20,6.1805362698142705,19,18.0,8,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,12,70,4.10352021910718,20,65.84139369087796,23,213.93,26.73,1,0.0,1.0,2.0,2.0,7,4
16,1,0,20,5.796690217319379,19,100.0,9,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,3,0,34,4.314117795315051,20,25.0,28,0.0,24.0,1,9.0,1.0,1.0,1.0,7,3
15,1,0,60,2.667218875348881,19,15.0,13,200.0,30.0,1,0.0,1.0,1.0,1.0,7,2
15,1,304,50,2.833516128052033,18,49.82340725634625,10,213.93,26.73,1,0.0,1.0,1.0,2.0,7,2
16,1,0,42,3.5028985959061663,19,15.0,10,213.93,26.73,1,0.0,1.0,1.0,1.0,8,2
15,1,119,50,4.639087725169689,20,55.574620634188,21,100.0,30.0,1,10.0,1.0,1.0,2.0,7,2
16,1,7,65,2.89216464635502,20,13.0,14,0.0,20.0,1,7.0,1.0,1.0,1.0,7,2
15,1,25,80,4.94879245369342,18,88.56754604062866,17,3000.0,30.0,1,40.0,1.0,0.0,1.0,7,3
16,1,0,39,2.903114851171075,20,10.0,8,213.93,7.0,1,0.0,1.0,1.0,1.0,9,2
16,1,0,35,4.317579873516932,20,19.0,12,0.0,0.0,1,15.0,1.0,1.0,2.0,7,2
15,1,0,120,10.619778708316732,19,103.17008795565266,15,213.93,26.73,1,0.0,2.0,3.0,4.0,7,7
15,2,245,257,4.282728392804076,18,138.88731863894748,13,250.0,75.0,5,12.0,2.0,4.0,7.0,7,10
15,1,0,126,3.932932444511101,18,84.52881507656662,14,0.0,30.0,4,20.0,1.5,2.0,2.0,7,4
16,2,0,25,5.529150589526947,19,27.0,9,213.93,26.73,1,0.0,1.0,1.0,1.0,7,3
16,1,319,39,4.944976566054482,18,43.61743138471979,14,213.93,26.73,1,0.0,1.0,1.0,1.0,7,1
16,1,0,29,1.4632295222853613,20,56.468363097045895,14,0.0,18.0,1,15.0,1.0,1.0,1.0,7,2
15,1,0,29,5.773757487328706,19,49.82340725634625,8,213.93,26.73,1,0.0,1.0,1.0,2.0,7,2
15,1,0,80,1.8782215598101446,20,48.43268656545404,9,100.0,20.0,1,0.0,1.0,1.0,1.0,7,2
16,1,0,25,1.3173353771796497,19,43.61743138471979,9,213.93,26.73,1,0.0,1.0,1.0,1.0,7,1
16,1,0,25,2.2650763222118084,19,10.0,13,213.93,26.73,1,0.0,1.0,0.0,1.0,7,2
15,1,115,67,5.317172651852198,19,87.31053790162599,28,0.0,40.0,2,50.0,1.5,1.0,1.0,7,2
15,1,276,100,0.9309510548628864,19,64.66215066974856,17,0.0,25.0,1,0.0,1.0,2.0,2.0,7,4
15,1,7,80,1.5104737329087683,18,65.51803334771083,24,250.0,30.0,1,0.0,2.0,1.0,1.0,7,2
16,1,0,40,4.109833109388649,20,51.190435647381875,19,0.0,0.0,1,10.0,1.0,1.0,1.0,7,2
16,1,0,22,11.123950201058408,19,56.0,8,0.0,4.0,1,10.0,1.0,1.0,2.0,7,2
16,1,0,50,5.855673417875712,20,49.82340725634625,11,213.93,26.73,1,0.0,1.0,1.0,2.0,7,2
16,2,15,30,6.173316291123395,20,16.0,22,0.0,0.0,1,7.0,1.0,1.0,2.0,7,3
15,1,71,95,1.0213325264088386,18,50.0,15,213.93,15.0,1,10.0,1.0,1.0,1.0,7,2
15,1,1,37,2.7634424647745717,19,40.0,10,100.0,0.0,1,15.0,1.0,1.0,1.0,7,1
16,2,0,42,2.1718951664479653,20,22.0,7,0.0,8.0,1,12.0,1.0,1.0,2.0,7,3
15,1,0,45,5.8215244007772995,19,15.0,17,213.93,26.73,1,0.0,1.0,2.0,1.0,7,4
16,1,0,26,4.282698758409743,19,35.0,11,0.0,10.0,1,0.0,1.0,1.0,1.0,7,1
16,1,0,48,3.745942789014239,20,15.0,12,0.0,0.0,1,33.0,1.0,1.0,1.0,7,1
16,5,290,31,4.278782050482306,18,100.0,18,0.0,30.0,1,10.0,1.0,1.0,1.0,7,1
16,1,0,30,4.222767285591103,19,15.0,15,200.0,25.0,1,0.0,1.0,1.0,1.0,7,1
16,1,0,24,5.384413872311311,20,43.61743138471979,8,213.93,26.73,1,0.0,1.0,1.0,1.0,7,1
16,2,0,24,3.1106616857754705,20,15.0,11,0.0,0.0,1,5.0,1.0,1.0,1.0,7,2
15,1,1,37,4.33183863059286,18,48.22120889569125,12,200.0,15.0,1,0.0,1.0,1.0,2.0,7,2
16,1,0,25,1.3551607631895437,19,50.0,8,213.93,26.73,1,5.0,1.0,1.0,2.0,7,2
16,1,0,25,3.1942652743381386,20,49.82340725634625,4,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,0,24,4.465198134821755,19,49.82340725634625,17,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
15,1,0,60,3.0401351397671825,18,47.98764099856414,17,0.0,20.0,1,0.0,1.0,1.0,1.0,7,2
15,1,0,80,2.645225589703772,19,65.84139369087796,20,213.93,26.73,1,0.0,1.0,2.0,3.0,7,4
16,1,112,30,1.5714614717189097,18,10.0,10,0.0,30.0,1,10.0,1.0,2.0,2.0,7,2
15,1,147,60,3.56762139083429,18,43.0,21,0.0,20.0,2,0.0,1.0,1.0,1.0,7,2
16,1,335,21,5.778744691988695,19,18.0,23,500.0,0.0,1,0.0,1.0,1.0,1.0,7,1
16,1,0,20,2.646512101317429,19,46.21737256506748,9,213.93,26.73,1,0.0,1.0,0.0,1.0,7,2
15,2,0,92,1.7995531650845373,19,89.0,20,150.0,26.73,1,0.0,2.0,2.0,1.0,7,3
16,1,0,20,4.833662341241917,19,10.0,6,213.93,26.73,1,0.0,1.0,1.0,1.0,7,1
16,1,0,39,5.720904219114507,18,47.889289801167386,9,213.93,12.0,1,0.0,1.0,1.0,1.0,7,2
15,1,0,60,2.9190681706669968,20,55.0,7,250.0,25.0,2,0.0,1.0,1.0,1.0,7,2
15,1,297,30,4.598790349382188,18,100.0,3,150.0,0.0,1,0.0,0.0,1.0,1.0,7,3
15,1,20,110,7.445789704415934,20,59.63541781925149,13,213.93,26.73,1,0.0,1.0,2.0,2.0,7,3
16,1,0,30,6.121419803279623,20,23.0,12,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
15,1,0,54,3.9326566167993895,19,10.0,14,100.0,30.0,2,0.0,1.0,1.0,1.0,7,2
15,2,0,90,3.9034407356704848,20,10.0,9,500.0,50.0,1,10.0,1.0,2.0,2.0,7,4
16,1,0,55,1.4817470667394532,19,20.0,11,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,0,71,4.644206258880517,19,72.04736956250443,6,213.93,26.73,1,0.0,1.0,2.0,3.0,7,5
15,2,0,10,4.45176890031143,20,70.72480306947239,25,800.0,30.0,1,20.0,1.0,1.0,1.0,7,3
15,3,146,100,7.514676068817942,20,100.67947368365515,21,250.0,50.0,2,20.0,1.5,2.0,2.0,7,6
15,1,0,45,4.5546030714089065,20,58.40600419322569,21,0.0,15.0,1,19.0,1.0,1.0,1.0,7,2
16,1,94,33,1.5050973962498493,18,10.0,11,213.93,26.73,1,0.0,1.0,1.0,2.0,7,2
16,2,0,17,3.222079281286094,19,43.61743138471979,7,213.93,26.73,1,0.0,1.0,1.0,1.0,7,1
16,1,0,14,7.780129161751852,19,25.0,7,213.93,26.73,1,0.0,1.0,1.0,1.0,7,1
15,1,23,140,3.84531166227721,18,140.0,15,300.0,50.0,2,10.0,2.0,3.0,4.0,7,4
16,1,315,38,6.310270028863431,19,55.2752065755769,14,213.93,26.73,1,20.0,1.0,1.0,1.0,7,1
16,1,0,21,4.305883666707199,19,17.0,9,0.0,0.0,1,25.0,1.0,0.0,1.0,7,2
15,1,0,88,6.95924000609521,20,49.74573303875945,21,100.0,30.0,1,0.0,1.0,1.0,1.0,7,2
16,2,0,50,4.947339198766343,19,63.24145251053026,16,213.93,26.73,1,0.0,1.0,3.0,4.0,7,3
15,1,0,94,4.786982580902836,19,68.37874921239433,18,213.93,26.73,3,15.0,1.0,2.0,2.0,7,3
15,1,0,65,2.1210962417864785,19,49.82340725634625,9,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
15,2,0,120,2.5529918153634403,20,56.01966620107791,9,200.0,30.0,1,10.0,1.0,1.0,2.0,7,2
15,1,0,200,5.908389962294053,18,95.46145055488154,24,0.0,50.0,1,0.0,2.0,2.0,6.0,7,6
15,1,0,90,6.493754597040504,19,18.0,14,500.0,80.0,1,0.0,1.0,2.0,5.0,7,5
16,1,0,25,4.093493813535357,19,200.0,7,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
15,1,15,185,3.5466396018188533,18,55.0,24,300.0,60.0,4,40.0,2.0,3.0,4.0,7,6
16,1,0,40,4.255417997791393,20,15.0,17,213.93,26.73,1,10.0,1.0,1.0,2.0,7,3
16,1,0,26,9.649128875591037,18,25.0,15,600.0,13.0,2,12.0,1.0,1.0,1.0,7,2
15,1,0,69,6.925289735907319,20,52.38287109905242,14,250.0,45.0,2,0.0,1.0,1.0,1.0,7,2
16,1,0,60,3.494492973425312,19,40.0,6,213.93,26.73,1,0.0,1.0,0.0,1.0,7,2
16,1,0,21,4.7941476426572365,19,10.0,10,200.0,0.0,1,5.0,1.0,1.0,1.0,7,2
16,1,0,50,1.7171254097664825,18,53.81652859399269,15,0.0,20.0,1,10.0,1.0,1.0,1.0,7,2
15,1,0,50,8.020502190741055,20,45.0,14,213.93,26.73,1,30.0,1.0,1.0,1.0,10,2
15,1,0,75,1.8449954343628134,20,52.4684144637755,8,0.0,15.0,1,15.0,1.0,0.0,1.0,7,2
16,1,0,54,2.547262136170889,20,62.02541780995366,9,0.0,25.0,1,10.0,1.5,1.0,1.0,7,2
15,1,0,47,4.23101931316614,18,15.0,17,0.0,10.0,1,15.0,1.0,1.0,1.0,7,2
16,1,32,13,10.130364199255371,18,13.0,19,0.0,20.0,1,12.0,1.0,1.0,1.0,7,1
15,2,157,70,3.112472869629417,20,60.0,19,0.0,40.0,2,20.0,1.0,0.0,1.0,7,3
15,1,0,40,5.43708067410855,19,42.20055892756446,15,100.0,0.0,1,0.0,1.0,0.0,1.0,7,2
16,1,2,33,1.3813189076605303,20,15.0,12,400.0,80.0,2,0.0,1.0,1.0,1.0,7,2
15,1,0,45,3.923810205721094,20,25.0,12,213.93,26.73,1,0.0,1.0,0.0,1.0,7,4
16,2,0,45,4.907537794458235,19,46.21737256506748,10,213.93,26.73,1,0.0,1.0,0.0,1.0,7,2
16,2,0,65,4.667542116195638,19,49.82340725634625,9,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,0,24,3.6199505981140163,20,15.0,6,0.0,20.0,1,10.0,1.0,1.0,2.0,7,2
16,1,0,35,4.93656594172062,19,10.0,12,213.93,26.73,1,0.0,1.0,0.0,1.0,7,2
15,1,0,64,3.756432685737919,19,67.94476685301208,7,0.0,50.0,1,0.0,1.0,2.0,2.0,7,4
16,3,0,40,1.2103455377909051,19,57.37577323565451,6,213.93,26.73,1,0.0,1.5,1.0,1.0,7,2
16,1,0,35,6.39173951153805,18,56.37001189964914,11,213.93,10.0,1,15.0,1.0,1.0,2.0,7,2
16,1,0,25,6.173706717169841,19,43.61743138471979,11,213.93,26.73,1,0.0,1.0,1.0,1.0,7,1
16,3,45,39,1.89529130920188,20,28.0,22,150.0,15.0,1,15.0,1.0,1.0,1.0,7,2
16,2,0,20,4.732162446289246,19,52.363425059959006,11,213.93,15.0,1,7.0,1.0,1.0,1.0,7,2
17,2,296,18,3.9469960161589555,19,55.417925918401565,6,0.0,10.0,1,15.0,1.0,1.0,2.0,7,2
15,1,0,15,6.800306265844114,20,10.0,10,100.0,10.0,1,10.0,1.0,1.0,2.0,7,2
16,1,0,35,3.6374625312726265,19,53.16000535733999,10,0.0,15.0,1,10.0,1.0,1.0,1.0,7,2
16,1,0,70,4.105295133959463,20,59.645416189421255,17,0.0,20.0,1,20.0,1.0,1.0,1.0,7,2
16,1,0,35,5.323077793983483,19,64.92813921496278,15,213.93,26.73,1,0.0,2.0,1.0,1.0,7,2
17,2,296,18,4.018906210979823,19,66.08121138302593,4,0.0,10.0,1,12.0,1.0,1.0,4.0,7,4
16,1,0,45,2.4351641822163637,20,15.0,11,85.0,10.0,1,20.0,1.0,1.0,1.0,7,2
15,2,299,60,8.394044732818509,18,10.0,27,1000.0,50.0,1,10.0,1.0,1.0,3.0,7,3
15,1,51,115,3.9094315999029305,18,10.0,24,250.0,80.0,3,25.0,1.0,2.0,2.0,7,4
16,1,0,30,5.627694072228384,19,15.0,11,0.0,5.0,1,4.0,1.0,1.0,1.0,7,2
15,1,0,68,2.7011060647447915,19,52.50348212068728,15,0.0,10.0,1,10.0,1.0,1.0,1.0,7,2
15,1,0,47,2.858522185335988,19,51.12267526385805,19,500.0,10.0,3,10.0,1.0,0.0,1.0,7,2
15,1,0,50,12.614107823877731,20,51.190435647381875,29,0.0,0.0,2,10.0,1.0,1.0,1.0,7,2
15,1,0,60,5.942097492481107,18,70.0,10,0.0,15.0,1,0.0,1.0,1.0,2.0,7,2
15,1,0,65,4.45510516526013,19,65.84139369087796,6,213.93,26.73,1,0.0,1.0,2.0,2.0,7,4
16,4,0,18,7.16385270243325,20,51.84695888403458,10,0.0,5.0,2,10.0,1.0,1.0,1.0,7,2
15,1,0,45,2.3457380767588267,19,38.0,14,200.0,0.0,1,0.0,1.0,1.0,1.0,7,2
16,2,0,30,3.2476025239465223,19,35.0,10,213.93,26.73,1,0.0,1.0,1.0,2.0,7,2
16,1,0,27,1.669607162154975,19,49.82340725634625,7,213.93,26.73,1,0.0,1.0,1.0,2.0,7,2
15,1,0,100,5.031512921858002,20,63.34910419644315,15,0.0,15.0,1,0.0,1.0,2.0,2.0,7,4
16,1,0,69,5.182490095284955,19,53.42944194762502,9,213.93,26.73,1,0.0,1.0,2.0,2.0,7,2
16,1,27,70,5.25251007960605,20,48.64416423521684,13,0.0,25.0,1,0.0,1.0,1.0,1.0,7,2
15,1,0,45,6.102531723808928,19,71.94032633013832,20,100.0,26.73,2,45.0,1.0,0.0,1.0,7,2
16,3,0,70,5.502786199252973,20,70.57004066955125,12,250.0,20.0,2,20.0,1.0,2.0,2.0,7,3
16,1,0,35,2.332035522256331,20,51.190435647381875,17,0.0,0.0,1,10.0,1.0,1.0,1.0,7,2
16,1,20,24,2.257666067270818,18,200.0,5,0.0,15.0,1,20.0,1.0,1.0,1.0,7,3
15,1,0,51,2.616400303709706,20,60.0,9,150.0,25.0,1,20.0,1.0,1.0,1.0,7,2
15,1,0,44,3.7404143063181774,19,32.0,10,213.93,26.73,1,0.0,1.0,0.0,1.0,7,2
16,1,358,35,6.753726306160372,18,20.0,9,150.0,20.0,1,28.0,1.0,1.0,1.0,7,2
15,8,317,60,2.477768945021799,19,70.0,13,0.0,35.0,1,10.0,1.0,2.0,3.0,7,6
15,1,0,49,5.599359096056587,20,69.4436677635774,18,180.0,0.0,2,8.0,1.0,1.0,3.0,7,5
16,1,0,40,3.058636922136278,19,49.82340725634625,7,213.93,26.73,1,0.0,1.0,1.0,2.0,7,2
16,2,49,35,11.52006841251375,20,20.0,26,0.0,15.0,1,12.0,1.0,1.0,1.0,7,2
16,1,0,28,4.697566263858046,20,22.0,6,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,0,20,6.954973714948642,19,33.0,12,213.93,26.73,1,0.0,1.0,0.0,1.0,7,1
16,3,0,35,1.1847292613225482,19,57.37577323565451,6,213.93,26.73,1,0.0,1.5,1.0,1.0,7,2
16,3,0,40,1.1618900463600381,19,57.37577323565451,7,213.93,26.73,1,0.0,1.5,1.0,1.0,7,2
16,1,0,26,4.15237816839038,19,49.82340725634625,8,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
15,1,0,60,2.370697171702497,18,300.0,7,0.0,40.0,1,0.0,1.0,1.0,1.0,8,2
15,1,0,100,2.891422246418518,20,68.85694821415619,21,500.0,40.0,1,0.0,1.0,2.0,2.0,7,4
16,1,0,21,5.804032352080553,19,46.21737256506748,11,213.93,26.73,1,0.0,1.0,0.0,2.0,7,2
16,1,0,50,2.843139263143057,18,12.0,25,500.0,15.0,1,25.0,1.0,1.0,1.0,7,2
15,1,1,45,1.7373574479241438,20,47.04546885137953,9,400.0,26.73,1,0.0,1.0,0.0,2.0,7,2
15,2,5,50,4.02654959563532,18,52.89374473360083,15,300.0,25.0,1,5.0,1.0,1.0,1.0,7,2
15,1,254,94,3.0594308226104956,18,96.60396938635512,23,0.0,45.0,4,29.0,1.0,2.0,6.0,7,6
16,2,340,35,6.219391100149312,20,23.0,20,0.0,10.0,1,20.0,1.0,1.0,1.0,7,2
16,1,279,40,5.506180395513429,20,49.82340725634625,1,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,0,35,2.7514602884953905,20,58.98889295276855,19,0.0,15.0,1,20.0,1.0,1.0,1.0,7,2
15,1,0,70,4.016329034383287,19,64.45067299998576,14,100.0,20.0,1,0.0,1.0,2.0,2.0,7,4
16,1,0,26,8.055981909951688,19,12.0,22,0.0,5.0,1,0.0,1.0,1.0,1.0,7,2
16,1,0,30,3.127542333733132,19,15.0,13,213.93,6.0,1,5.0,1.0,1.0,1.0,7,2
16,1,0,25,5.600653557049095,19,20.0,9,0.0,0.0,1,25.0,1.0,1.0,1.0,7,1
16,1,0,45,4.504278223444264,19,49.82340725634625,10,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,65,30,5.447264727273464,18,166.0,25,500.0,20.0,2,19.0,1.0,1.0,2.0,7,4
16,2,0,45,6.146802608800895,20,46.474161969178084,7,250.0,0.0,2,0.0,1.0,1.0,1.0,7,2
16,1,64,50,1.6864552524004734,19,49.82340725634625,10,213.93,26.73,1,0.0,1.0,1.0,2.0,7,2
16,1,0,40,1.4671455432510705,20,20.0,9,0.0,0.0,1,15.0,1.0,1.0,1.0,7,2
15,1,336,100,11.58524895293806,18,79.8027206152504,31,0.0,100.0,1,0.0,2.0,1.0,2.0,7,3
16,1,0,25,1.0547677872884478,18,48.28054146106263,6,213.93,26.73,1,8.0,1.0,1.0,1.0,7,1
15,5,273,95,8.54740068746284,18,80.71515596109396,25,250.0,50.0,2,20.0,1.0,2.0,2.0,7,4
16,1,0,20,7.029665728288368,20,15.0,8,0.0,10.0,1,0.0,1.5,1.0,1.0,7,1
15,2,37,65,2.962554904719381,20,65.28360624948947,12,0.0,35.0,2,5.0,1.0,1.0,1.0,7,4
16,1,0,40,2.4304283298612384,19,10.0,14,100.0,10.0,2,40.0,1.0,1.0,1.0,7,2
15,1,82,90,2.446173736580897,18,74.39511002818155,14,0.0,60.0,1,15.0,1.0,1.0,2.0,7,4
15,1,98,45,6.2065770166303125,19,55.0,8,213.93,26.73,1,0.0,1.0,1.0,1.0,7,4
15,2,0,51,4.548618843283796,20,40.0,12,500.0,20.0,1,0.0,1.0,1.0,1.0,7,4
15,1,0,70,3.687024425563999,18,20.0,13,0.0,30.0,2,0.0,1.0,1.0,1.0,7,2
16,1,0,22,4.169653880818624,19,50.02465812829617,6,0.0,0.0,1,8.0,1.0,1.0,1.0,7,2
15,1,3,109,0.6134527897587407,20,10.0,24,150.0,15.0,2,30.0,1.0,1.0,2.0,7,3
15,1,301,69,3.4393556100193465,20,62.0,12,213.93,26.73,1,0.0,1.0,1.0,3.0,7,5
15,4,217,100,1.4583937566038763,20,72.13395444642046,27,82.0,40.0,2,15.0,1.0,1.0,0.0,7,4
16,1,0,40,2.539929394717193,20,49.82340725634625,11,213.93,26.73,1,0.0,1.0,1.0,2.0,7,2
16,1,0,24,2.70643298500156,19,57.37577323565451,13,213.93,26.73,1,0.0,1.5,1.0,1.0,7,2
16,1,138,29,4.802205867479075,19,43.61743138471979,11,213.93,26.73,1,0.0,1.0,1.0,1.0,7,1
16,1,0,17,5.622496391403693,19,15.0,9,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,3,0,49,4.290537850109415,20,100.0,11,0.0,0.0,1,10.0,1.0,1.0,2.0,7,2
15,1,0,50,2.8429173453816663,19,56.02938312797272,16,213.93,26.73,1,0.0,1.0,1.0,2.0,7,3
16,1,0,35,2.470717954794148,19,52.7567541766685,7,90.0,0.0,1,12.0,1.0,1.0,1.0,7,2
15,1,0,60,1.4021163235994827,19,49.82340725634625,13,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,0,25,1.7101969717204983,19,43.23579349712685,9,0.0,0.0,1,7.0,1.0,1.0,1.0,7,1
16,1,0,20,7.981636328591306,19,43.61743138471979,26,213.93,26.73,1,0.0,1.0,1.0,1.0,7,1
15,1,0,31,3.8349517927395347,20,49.82340725634625,7,213.93,26.73,1,0.0,1.0,1.0,2.0,7,2
16,1,70,43,2.5413400215955306,19,10.0,9,500.0,0.0,1,0.0,1.0,1.0,1.0,7,2
16,1,0,39,5.397592584431757,19,64.92813921496278,11,213.93,26.73,1,0.0,2.0,1.0,1.0,7,2
15,1,0,72,4.042139323317301,19,18.0,13,200.0,30.0,1,15.0,1.0,1.0,1.0,7,2
16,3,21,29,1.3377373396861987,18,49.82340725634625,10,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,0,55,2.4475087883752695,20,49.82340725634625,14,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,3,0,30,4.645144738830905,19,61.77932648387525,12,0.0,10.0,1,0.0,2.0,1.0,1.0,7,2
16,1,0,29,2.02587278800087,19,48.2759918496676,9,0.0,0.0,1,5.0,1.0,1.0,1.0,7,2
15,1,0,50,1.2230088828039647,20,10.0,16,200.0,40.0,1,18.0,1.0,1.0,1.0,7,2
16,2,338,25,6.082086103731147,20,30.0,22,0.0,10.0,1,0.0,1.0,1.0,1.0,7,1
16,1,0,15,8.677241152433247,19,39.60061774721676,9,100.0,0.0,1,0.0,1.0,1.0,1.0,7,1
