room_type,calculated_host_listings_count,availability_365,price,distance,cancellation_policy,size,amenities_num,security_deposit,cleaning_fee,guests_included,extra_people,bathrooms,bedrooms,beds,bed_type,accommodates
15,2,319,250,6.2592896551481,18,100.0,12,180.0,35.0,1,0.0,1.0,3.0,2.0,7,7
15,5,336,140,2.455025913110982,18,55.0,10,400.0,89.0,2,15.0,1.0,1.0,1.0,7,4
15,1,0,35,2.0778713479342787,18,51.854170777525994,9,213.93,20.0,2,5.0,1.0,1.0,2.0,7,2
15,1,22,79,3.020002485305056,18,46.0,24,213.93,26.73,2,0.0,1.0,1.0,1.0,7,2
15,1,0,84,6.7547352922158055,20,15.0,7,213.93,55.0,1,0.0,1.0,0.0,1.0,7,1
16,2,164,17,5.832458730426985,20,38.9795092031258,10,213.93,26.73,1,5.0,0.5,1.0,1.0,7,1
16,1,31,80,4.0355063588236115,20,47.98764099856414,15,0.0,20.0,1,0.0,1.0,1.0,1.0,7,2
15,1,309,40,3.831200959296943,18,25.0,25,100.0,0.0,1,5.0,1.0,0.0,1.0,8,2
15,1,0,50,4.388629396101098,20,10.0,8,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,14,50,3.283919048856851,20,61.623901790028036,24,0.0,10.0,1,15.0,1.0,1.0,2.0,7,3
15,2,0,41,1.1549573556631152,18,46.21737256506748,9,213.93,26.73,1,0.0,1.0,0.0,2.0,7,2
15,2,0,45,3.303200484991493,19,76.61548860520054,9,213.93,20.0,2,20.0,1.0,2.0,2.0,7,4
16,1,0,60,1.697046306919395,19,63.940556053921895,10,100.0,14.0,2,15.0,1.5,1.0,1.0,7,2
16,1,8,44,2.046639241149781,18,66.07315685128182,22,0.0,29.0,1,29.0,1.0,1.0,1.0,7,2
15,1,0,40,1.1914702058787265,19,49.13181636278176,9,213.93,26.73,1,5.0,1.0,0.0,2.0,7,2
16,2,10,63,3.0827830496185142,20,40.0,11,350.0,10.0,1,5.0,1.0,1.0,1.0,7,2
16,2,107,59,1.9065183145430675,20,10.0,33,100.0,10.0,1,15.0,1.5,1.0,1.0,7,2
15,1,0,50,3.295528922322279,20,51.56581992642253,12,213.93,40.0,1,0.0,1.0,1.0,1.0,7,2
15,1,0,50,2.794829002728114,19,30.0,15,213.93,26.73,1,0.0,1.0,2.0,2.0,7,4
16,1,332,25,8.005326353408964,20,54.325782876425706,14,0.0,15.0,1,12.0,1.0,1.0,1.0,7,2
16,1,0,30,4.951052112502424,20,22.0,25,0.0,0.0,2,0.0,1.0,1.0,1.0,7,2
16,1,0,9,14.723345330469389,18,10.0,10,213.93,30.0,1,15.0,1.0,1.0,2.0,7,2
16,2,0,30,4.2157184230837,20,49.88460106756788,7,213.93,5.0,1,5.0,1.0,1.0,1.0,7,2
16,1,0,25,3.6161498436969475,19,49.589038322973,12,0.0,10.0,1,5.0,1.0,1.0,1.0,7,2
15,2,47,35,7.889304908721789,18,65.49043156898989,15,213.93,10.0,1,20.0,1.0,1.0,1.0,8,3
15,1,123,55,4.19981326193291,20,55.1295750672981,18,0.0,30.0,2,10.0,1.0,1.0,1.0,7,2
16,2,24,55,2.2403442505669298,19,26.0,26,0.0,20.0,1,10.0,1.0,2.0,2.0,7,4
15,1,273,98,3.5182624796160367,20,64.2594204982056,26,100.0,40.0,2,12.0,1.0,1.0,1.0,7,3
15,1,106,125,3.9850473709259804,20,150.0,14,213.93,50.0,3,0.0,1.5,2.0,3.0,7,4
16,1,0,48,1.250256492190266,20,15.0,20,213.93,26.73,1,15.0,1.0,1.0,1.0,7,2
15,1,145,115,2.2177009839103223,20,92.98609235867949,19,250.0,26.73,2,25.0,1.0,2.0,4.0,7,6
16,1,8,24,0.8559710535413277,20,58.47963867033554,3,0.0,20.0,1,18.0,1.0,1.0,1.0,7,2
16,1,0,35,2.4473496653062035,20,60.0,5,213.93,26.73,2,0.0,1.0,1.0,1.0,8,2
16,1,0,30,3.272852704622751,19,47.626680506506304,7,213.93,10.0,1,0.0,1.0,1.0,1.0,7,2
15,1,235,57,5.914325866579397,18,25.0,32,0.0,42.0,2,20.0,1.0,1.0,1.0,7,2
16,1,365,100,3.163743199756327,20,90.0,13,300.0,65.0,2,18.0,1.0,1.0,3.0,7,3
15,1,0,50,1.9517993265077391,19,48.0,9,213.93,10.0,1,5.0,1.0,1.0,2.0,7,3
15,3,189,70,5.730568842512543,18,75.33896334616179,30,1500.0,150.0,1,0.0,1.0,2.0,2.0,7,2
15,1,173,180,3.556095499477638,19,65.84139369087796,14,213.93,26.73,1,0.0,1.0,2.0,2.0,7,4
16,1,0,35,1.8584594232714111,19,22.0,5,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,2,0,40,2.8976406969443356,19,49.82340725634625,12,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,0,30,2.936665362651385,19,10.0,9,200.0,5.0,1,20.0,1.0,1.0,1.0,7,2
15,1,220,49,3.045084116037008,18,60.0,13,300.0,39.0,2,0.0,1.0,1.0,1.0,7,2
16,1,328,35,9.880269815259586,18,63.43564920917688,26,213.93,26.73,1,34.0,1.0,1.0,1.0,7,1
15,1,27,75,2.0801381689217213,18,60.0,16,213.93,30.0,1,0.0,1.0,0.0,1.0,7,2
15,1,311,89,5.74588423741998,18,60.0,16,100.0,48.0,2,10.0,1.0,1.0,2.0,7,3
16,1,252,38,5.669377604830969,18,54.325782876425706,24,0.0,15.0,1,12.0,1.0,1.0,1.0,7,2
15,1,0,48,3.230977852919696,19,49.538889625433534,7,150.0,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,0,23,3.695005221660008,19,55.652294851774805,10,213.93,26.73,1,10.0,1.0,1.0,1.0,7,2
16,1,0,20,8.19571049685988,20,51.84695888403458,17,0.0,5.0,1,10.0,1.0,1.0,1.0,8,2
16,1,29,50,4.496347051676637,20,15.0,13,213.93,20.0,1,5.0,1.0,1.0,1.0,7,3
16,1,0,45,4.520614210345474,19,59.00502073690863,10,213.93,5.0,2,10.0,1.0,1.0,1.0,7,3
16,1,0,28,4.5738572539125295,19,57.37577323565451,8,213.93,26.73,1,0.0,1.5,1.0,2.0,7,2
15,1,0,80,4.146057674462895,18,110.0,17,500.0,50.0,1,0.0,2.0,2.0,4.0,7,5
16,1,0,50,2.384288223329906,18,25.0,22,0.0,10.0,1,12.0,1.5,1.0,1.0,7,2
15,3,190,70,5.53925386892542,18,87.75091508941475,23,1500.0,150.0,1,0.0,1.0,2.0,2.0,7,4
15,1,320,60,4.17674250547761,19,70.0,23,500.0,30.0,1,0.0,1.0,1.0,1.0,7,2
15,1,0,49,1.537603718789909,20,50.190778605649356,14,200.0,30.0,1,0.0,1.0,1.0,1.0,7,2
15,2,362,39,12.460431762348316,18,10.0,6,1000.0,0.0,1,0.0,1.0,3.0,4.0,7,4
16,2,98,55,3.6160787397665257,18,53.390334550236275,19,100.0,40.0,1,4.0,1.0,1.0,1.0,9,2
16,2,342,51,3.5177392881326046,18,10.0,17,200.0,20.0,1,20.0,1.5,1.0,1.0,7,1
16,1,102,31,3.9551664740355186,18,64.92860820065587,9,300.0,25.0,2,15.0,1.0,1.0,1.0,7,3
15,1,57,65,3.869533730082319,20,30.0,15,500.0,36.0,1,11.0,1.0,1.0,1.0,7,2
15,1,262,250,6.406630966025369,20,87.94072421279239,15,213.93,80.0,1,0.0,2.0,2.0,2.0,7,4
16,1,340,46,3.998902606925761,20,48.0,8,0.0,18.0,1,20.0,1.0,2.0,1.0,7,1
15,1,130,40,1.3616946173253837,18,52.394113119902734,27,1000.0,50.0,1,10.0,1.0,0.0,1.0,7,1
16,1,0,39,3.7543250991586077,18,10.0,24,0.0,0.0,1,0.0,1.0,1.0,1.0,7,2
15,1,316,49,8.251555346598776,18,48.32398443143241,14,100.0,20.0,1,6.0,1.0,0.0,1.0,7,2
15,1,10,95,3.256376910934392,18,86.85317454202843,27,150.0,50.0,2,10.0,1.0,2.0,6.0,7,6
15,1,13,48,3.2230827149727688,20,25.0,14,213.93,25.0,1,0.0,1.0,1.0,1.0,7,2
15,1,0,60,2.238394706329365,19,42.0,5,213.93,40.0,1,10.0,1.0,0.0,1.0,7,2
16,1,310,91,1.8619838554664117,19,120.0,24,213.93,50.0,3,20.0,1.0,2.0,5.0,7,5
16,1,295,20,4.797827210586206,20,43.61743138471979,11,213.93,26.73,1,0.0,1.0,1.0,1.0,8,1
15,2,337,120,5.661200885527975,18,67.73328918324927,25,100.0,45.0,4,0.0,1.0,2.0,2.0,7,4
15,2,340,59,5.36106756361619,18,76.948593333838,9,213.93,50.0,2,20.0,1.0,1.0,2.0,7,4
16,1,4,40,4.009571842953835,18,52.94852768757718,23,100.0,10.0,1,10.0,1.0,1.0,1.0,7,2
16,1,344,52,1.070412931133893,20,21.0,10,213.93,20.0,1,10.0,1.0,1.0,1.0,7,2
16,4,308,20,14.738207221690985,20,45.0,8,213.93,5.0,1,10.0,1.0,1.0,1.0,7,2
16,1,0,65,1.499167881327686,18,10.0,13,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
15,1,280,60,3.9989064673163885,18,67.18438455937309,6,152.0,25.0,2,20.0,1.0,1.0,2.0,7,3
15,1,358,50,7.172308163574106,18,29.0,23,213.93,20.0,1,10.0,1.0,1.0,1.0,7,2
15,1,0,50,4.479299896306142,19,49.82340725634625,11,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,2,66,45,4.0729319588941,20,47.98764099856414,17,0.0,20.0,1,0.0,1.0,1.0,1.0,7,2
15,1,23,59,2.7101870793996277,18,56.04175642844222,24,500.0,20.0,1,10.0,1.0,1.0,1.0,7,2
16,2,364,50,10.555973588418205,20,20.0,15,213.93,26.73,1,10.0,1.0,1.0,1.0,7,2
15,5,66,56,3.5168559525468326,18,50.0,19,200.0,40.0,2,15.0,1.0,1.0,3.0,7,4
16,2,0,42,3.9801646936652197,19,49.761412408878485,12,200.0,26.73,1,0.0,1.0,1.0,1.0,7,2
16,1,0,35,6.302682465486592,18,73.99424491602025,8,500.0,40.0,2,15.0,1.0,1.0,2.0,7,4
15,2,0,44,1.930731365613974,20,48.655209348899,5,150.0,20.0,2,0.0,1.0,1.0,2.0,7,2
16,2,0,28,2.4773573717641377,18,10.0,24,0.0,15.0,1,0.0,1.0,1.0,1.0,7,1
16,1,279,48,2.6877189220632673,20,200.0,29,213.93,15.0,1,0.0,1.0,1.0,1.0,7,2
15,1,0,60,1.0127472538023656,20,70.0,16,213.93,20.0,1,0.0,1.0,0.0,1.0,7,2
15,5,145,55,3.874782974160652,19,49.82340725634625,6,213.93,26.73,1,0.0,1.0,1.0,2.0,7,2
16,1,159,39,3.909107909583755,18,30.0,29,200.0,30.0,1,15.0,1.0,1.0,4.0,7,4
15,1,0,60,3.5088157566315084,20,51.34713036316832,14,100.0,20.0,1,5.0,1.0,1.0,1.0,7,2
15,1,0,43,3.2820103159756844,20,37.0,25,200.0,0.0,1,0.0,1.0,1.0,1.0,7,2
16,1,101,19,2.855066704585996,20,11.0,6,170.0,10.0,1,0.0,1.0,1.0,1.0,7,1
16,1,0,23,5.065336857963309,20,40.0,19,200.0,15.0,1,10.0,1.0,1.0,1.0,7,2
15,1,0,120,2.4384470334255646,18,51.190435647381875,8,0.0,0.0,3,10.0,1.0,1.0,1.0,7,2
16,1,335,37,1.5916778668999287,20,34.54304006718877,22,100.0,19.0,1,0.0,0.5,1.0,1.0,7,1
16,1,0,32,3.374376566626033,18,41.0,14,95.0,26.73,1,10.0,1.0,1.0,2.0,7,3
15,3,350,75,14.205334438535893,18,20.0,10,0.0,48.0,2,20.0,1.0,1.0,2.0,7,2
16,1,226,42,2.2326339308309597,20,141.0,25,80.0,10.0,1,15.0,2.0,1.0,1.0,7,2
15,1,0,80,1.3335787361377167,18,94.35695342361194,6,213.93,20.0,2,10.0,1.5,3.0,3.0,7,6
15,1,0,38,4.366727555560656,19,44.02064581522754,11,213.93,10.0,1,0.0,1.0,0.0,1.0,7,2
16,1,279,29,3.3534974764194545,20,55.652294851774805,9,213.93,26.73,1,10.0,1.0,1.0,1.0,8,2
15,3,294,65,3.296544315199381,20,71.67028128630652,31,213.93,26.73,1,10.0,1.0,2.0,4.0,7,4
15,1,148,59,6.461887157121613,20,50.0,14,100.0,35.0,2,0.0,1.0,1.0,1.0,7,2
15,1,4,65,2.821820157340399,18,79.22595993399298,27,250.0,75.0,1,18.0,1.0,1.0,3.0,7,4
15,2,339,66,2.3182571181347664,20,180.0,15,200.0,55.0,1,25.0,1.5,1.0,1.0,7,2
15,1,0,33,2.4223679088661276,20,62.0,10,213.93,26.73,1,0.0,1.0,1.0,2.0,7,4
16,1,174,35,4.35058584667826,20,68.0,19,150.0,25.0,1,0.0,1.0,1.0,1.0,7,1
16,2,0,40,5.619200449824923,18,15.0,10,150.0,15.0,1,10.0,1.0,1.0,1.0,7,1
15,1,104,43,5.0539830642937495,18,200.0,19,500.0,70.0,2,6.0,1.0,1.0,2.0,7,4
15,1,280,100,7.3703854642642135,19,61.310700988190135,2,1000.0,0.0,1,0.0,2.0,0.0,2.0,7,2
15,1,364,85,2.8821867758947475,20,75.42110746591217,10,1000.0,80.0,1,0.0,2.0,1.0,1.0,7,2
15,2,103,49,4.1905573271513665,18,200.0,27,200.0,35.0,2,0.0,1.0,1.0,1.0,7,2
16,1,6,22,2.8472876119360913,20,49.82340725634625,8,213.93,26.73,1,0.0,1.0,1.0,2.0,7,2
15,1,0,50,4.029201212928136,19,64.58445835833626,7,150.0,0.0,1,15.0,1.0,2.0,2.0,7,3
16,1,293,40,3.644541411996716,18,49.82340725634625,15,213.93,26.73,1,0.0,1.0,1.0,1.0,10,2
15,1,103,47,5.586961067439766,20,54.76861457524027,9,213.93,20.0,1,10.0,1.0,1.0,1.0,7,2
15,1,0,100,1.302493191685319,20,66.27663794304743,15,213.93,37.0,1,0.0,2.0,1.0,1.0,7,2
15,1,67,80,2.2342241254096726,20,52.838961779624476,7,500.0,40.0,1,0.0,1.0,1.0,1.0,7,2
16,1,0,35,4.029665383840614,20,20.0,11,213.93,25.0,1,0.0,1.0,1.0,1.0,7,2
15,1,274,100,4.980044670689156,18,49.82340725634625,10,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
15,1,0,59,4.443081072883869,20,10.0,5,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
16,3,0,20,2.8695577146509263,18,15.0,8,213.93,26.73,1,5.0,1.0,1.0,1.0,7,2
15,3,36,28,6.6369113098367585,18,54.50720320893166,18,800.0,70.0,2,0.0,1.0,0.0,2.0,7,2
15,1,0,48,3.669906964711248,18,52.05852507668426,12,90.0,8.0,1,9.0,1.0,1.0,1.0,7,2
15,1,0,49,3.8530786981128258,19,12.0,13,213.93,26.73,4,25.0,1.0,3.0,4.0,7,6
15,1,0,45,3.743412881479246,20,56.81970981680142,25,0.0,40.0,1,0.0,1.0,1.0,2.0,7,3
16,1,4,28,7.217270622956884,20,11.0,19,0.0,15.0,1,5.0,1.0,1.0,1.0,7,4
15,1,7,55,0.6536997050846204,20,10.0,14,300.0,30.0,1,0.0,1.0,0.0,1.0,7,2
16,1,206,33,5.16611221844822,19,65.0,31,213.93,15.0,1,10.0,1.0,1.0,2.0,7,2
16,2,31,30,2.0569796284412614,20,56.074449155054275,27,0.0,15.0,1,15.0,1.0,1.0,1.0,7,2
15,1,65,79,3.893717422710882,18,167.7277495567504,10,150.0,39.0,2,200.0,1.0,1.0,1.0,7,2
15,5,337,85,5.1283461189950845,18,85.8433337455183,14,200.0,79.0,2,12.0,1.0,2.0,3.0,7,5
15,5,347,85,4.957543399986765,18,77.14256957461157,14,200.0,60.0,2,12.0,1.0,2.0,2.0,7,4
15,5,264,159,4.840331732189176,18,158.86679888441157,19,300.0,150.0,4,29.0,2.0,4.0,5.0,7,10
15,1,312,65,11.934864549915904,20,25.0,23,100.0,0.0,2,20.0,1.0,2.0,3.0,7,4
15,1,296,115,4.934984448131876,20,80.0,28,213.93,60.0,1,0.0,1.0,1.0,4.0,7,4
16,3,41,42,5.019172672404616,18,15.0,5,100.0,26.73,2,25.0,1.5,1.0,2.0,7,2
15,1,47,73,3.97962845077116,18,76.0,23,500.0,50.0,1,0.0,1.0,1.0,1.0,7,2
15,1,307,40,4.0410138432572476,18,52.816871552260174,12,200.0,50.0,1,0.0,1.0,1.0,2.0,7,2
15,3,113,50,4.713800540999664,18,67.26038785293899,17,213.93,65.0,2,0.0,1.0,1.0,2.0,7,4
16,2,98,47,2.9996598479835663,19,40.0,10,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
15,3,97,53,5.528134223249584,20,66.30830187169141,13,0.0,65.0,2,0.0,1.0,1.0,1.0,7,4
15,1,0,40,4.179596542419597,18,60.0,13,400.0,20.0,2,0.0,1.0,1.0,2.0,7,2
15,1,0,70,2.1463340991313062,18,300.0,26,250.0,40.0,2,19.0,0.5,2.0,2.0,7,4
15,1,2,55,2.042909111518414,20,50.40225627541215,14,100.0,35.0,1,0.0,1.0,1.0,1.0,7,2
16,1,94,49,2.490982380184471,18,52.50348212068728,7,0.0,10.0,1,10.0,1.0,1.0,1.0,7,2
15,1,0,120,3.71582941980709,18,96.9641120840262,11,213.93,26.73,1,0.0,2.0,3.0,3.0,7,6
16,3,333,37,9.230406222199923,20,10.0,22,213.93,26.73,1,0.0,1.0,1.0,1.0,7,1
16,1,0,38,6.478357107611992,19,104.0,10,213.93,20.0,1,10.0,1.0,1.0,1.0,7,2
16,1,362,39,7.038735811022,20,17.0,13,86.0,12.0,1,15.0,1.0,1.0,1.0,7,1
16,1,36,30,7.141470337247379,18,15.0,14,250.0,20.0,1,0.0,1.0,1.0,1.0,7,1
15,1,0,129,3.717189562722119,20,69.36975416456993,9,100.0,30.0,1,0.0,1.0,3.0,2.0,7,4
16,1,44,26,6.878115630520935,18,200.0,24,150.0,15.0,1,15.0,1.0,1.0,1.0,7,2
16,1,8,30,4.375503716886596,19,16.0,13,100.0,5.0,1,10.0,1.0,1.0,1.0,7,2
15,1,202,90,10.021424889637125,20,50.0,31,213.93,30.0,2,10.0,1.0,1.0,2.0,7,3
16,4,314,59,8.325967453801091,20,12.0,12,213.93,26.73,1,15.0,1.0,1.0,2.0,7,2
15,2,120,74,1.0953302795394053,20,49.82340725634625,15,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
15,1,304,99,3.7440130102281195,20,124.0,11,213.93,26.73,2,10.0,1.5,2.0,3.0,7,4
15,1,104,99,3.04215294147443,20,75.0,28,500.0,60.0,2,35.0,1.0,1.0,4.0,7,4
15,1,7,105,3.761325364741152,20,120.0,17,500.0,40.0,2,10.0,1.5,3.0,6.0,7,6
15,1,305,70,1.672559516326836,18,60.79061705253784,12,200.0,36.0,3,0.0,1.0,2.0,2.0,7,3
15,2,129,95,1.9352641175239025,18,69.52214163419131,9,150.0,40.0,2,10.0,1.0,1.0,2.0,7,4
16,1,338,34,3.7852433062037574,19,24.0,12,213.93,10.0,1,10.0,1.0,1.0,3.0,7,3
15,1,0,50,4.444453639529977,20,96.0,24,100.0,35.0,1,25.0,1.0,2.0,2.0,7,4
16,1,89,34,3.7821716287052545,20,41.0,10,100.0,25.0,1,0.0,1.0,1.0,1.0,7,1
15,1,0,35,6.058739559910459,20,65.31867390640126,9,0.0,30.0,1,0.0,1.0,2.0,2.0,7,4
15,1,223,79,4.243596271582062,20,11.0,25,150.0,50.0,2,15.0,1.0,2.0,2.0,7,4
15,3,238,220,2.6186924151197917,20,140.0,14,900.0,60.0,4,0.0,2.0,3.0,4.0,7,6
16,1,0,50,3.654207047491151,19,27.0,13,213.93,10.0,1,10.0,1.5,1.0,1.0,7,2
15,1,311,52,3.9474249439215576,20,30.0,14,150.0,30.0,2,4.0,1.0,0.0,2.0,7,2
15,1,34,80,5.6851915146432965,20,65.2453441631423,14,80.0,26.73,2,0.0,1.0,2.0,2.0,7,4
16,1,360,42,5.425790693319078,18,10.0,10,213.93,26.73,1,0.0,1.0,1.0,1.0,7,1
15,1,305,46,12.95801192250453,18,67.21055130494707,16,150.0,20.0,2,15.0,1.0,2.0,2.0,7,3
15,2,0,66,1.7901925873337081,20,46.15537771759972,12,200.0,26.73,1,0.0,1.0,0.0,1.0,7,2
15,1,8,121,7.856353944736664,20,81.32602042774889,24,0.0,50.0,4,10.0,1.5,2.0,6.0,7,4
15,1,310,55,6.127150092172113,19,57.121235004620516,4,300.0,35.0,2,10.0,1.0,1.0,1.0,7,2
16,2,91,35,5.895100486354679,18,120.0,26,0.0,25.0,1,10.0,1.0,1.0,1.0,7,2
16,4,195,20,14.802215911076274,20,30.0,10,213.93,5.0,1,10.0,2.0,1.0,2.0,7,2
16,1,350,45,2.832371646177575,19,300.0,11,213.93,30.0,1,15.0,1.0,1.0,2.0,7,2
16,1,355,33,6.238959043620303,20,43.61743138471979,12,213.93,26.73,1,0.0,1.0,1.0,1.0,7,1
16,1,12,95,2.2276737228790706,20,48.80842233248117,15,213.93,19.0,1,0.0,1.0,1.0,1.0,7,2
15,1,281,58,3.731225908427325,20,61.254025407321535,23,213.93,25.0,2,20.0,1.0,1.0,1.0,7,2
15,1,100,140,4.116323976253632,18,86.65553350290736,12,0.0,50.0,1,0.0,2.0,3.0,3.0,7,4
16,2,314,49,5.684475514481734,20,67.08291300275009,22,213.93,25.0,1,30.0,1.0,1.0,1.0,7,2
16,4,314,57,8.346298679312426,20,12.0,11,213.93,26.73,1,0.0,1.0,1.0,2.0,7,2
15,1,251,55,4.327427373423322,18,57.140950301685095,16,100.0,25.0,2,20.0,1.0,0.0,1.0,7,2
16,1,0,26,1.4139873660149884,18,15.0,8,0.0,20.0,1,10.0,1.5,1.0,1.0,7,2
15,1,0,55,1.7201772608027306,20,51.05877951206485,9,100.0,40.0,1,0.0,1.0,1.0,1.0,7,2
16,1,309,25,4.3095967084029345,18,50.0,10,100.0,5.0,1,0.0,1.0,1.0,1.0,7,1
16,2,9,34,4.15298664961358,20,63.87290646044094,7,0.0,30.0,1,25.0,1.0,1.0,1.0,7,2
15,1,325,52,4.2588812279869375,20,51.05877951206485,13,100.0,40.0,2,0.0,1.0,1.0,2.0,7,2
15,1,351,250,3.0816015557027225,18,117.82153262702502,24,200.0,40.0,4,65.0,1.0,2.0,3.0,7,6
15,1,0,120,4.596253106292232,18,200.0,11,213.93,50.0,1,0.0,1.0,1.0,2.0,7,4
16,1,334,50,7.677950303552298,19,49.82340725634625,24,213.93,26.73,1,0.0,1.0,1.0,2.0,7,2
16,1,129,35,0.9294832593968251,20,54.8927073290794,17,0.0,6.0,1,15.0,1.0,1.0,1.0,7,2
15,1,0,52,4.5287625347075755,20,69.72573013143969,19,200.0,26.73,1,0.0,1.5,1.0,2.0,7,4
16,1,0,19,5.03096006308767,20,20.0,6,213.93,5.0,1,8.0,1.0,1.0,1.0,7,2
15,1,0,72,3.262134143455369,20,49.28269118801773,13,350.0,18.0,1,0.0,1.0,1.0,1.0,7,2
15,1,0,30,5.6138025441169335,18,40.0,9,250.0,26.73,1,0.0,1.0,1.0,1.0,7,2
15,1,0,120,1.6286736851964734,19,20.0,11,180.0,26.73,3,25.0,1.0,2.0,2.0,7,6
16,2,70,150,4.888244265936095,18,68.71537758203272,17,213.93,39.0,2,19.0,1.0,1.0,2.0,7,3
15,1,365,55,16.176660166681035,20,10.0,14,150.0,40.0,2,20.0,1.0,0.0,4.0,7,3
15,1,221,115,3.537044150809404,20,45.0,17,100.0,60.0,2,10.0,1.0,1.0,1.0,7,2
15,1,0,90,2.1674576745320193,20,68.49361279179863,10,213.93,30.0,2,10.0,1.0,1.0,2.0,7,4
15,1,60,60,5.123131529125704,18,67.19950619126492,20,0.0,25.0,2,15.0,1.0,2.0,1.0,7,3
16,1,346,70,2.7842004026447515,19,50.25277345311712,12,213.93,30.0,1,0.0,1.0,1.0,1.0,7,2
15,1,73,60,1.9149011384799464,18,69.79290641126369,11,500.0,50.0,2,10.0,1.0,2.0,2.0,7,3
15,1,354,50,13.015067807922831,18,32.0,23,213.93,26.73,2,15.0,1.0,1.0,3.0,7,3
15,1,0,95,2.1812538404329107,20,99.1241891298402,20,400.0,50.0,4,10.0,1.5,3.0,3.0,7,6
16,1,291,38,0.9281708059580683,20,80.0,19,180.0,10.0,1,38.0,1.0,1.0,1.0,10,2
16,1,338,69,6.052658121540448,18,200.0,33,213.93,20.0,1,0.0,1.0,1.0,1.0,7,2
16,1,142,24,2.5521681886200227,20,53.64943967228844,29,250.0,0.0,1,10.0,1.5,1.0,1.0,7,1
15,1,0,35,2.1464791192355372,18,41.42070463487984,7,213.93,10.0,1,0.0,1.0,1.0,1.0,8,1
15,1,257,29,10.599815578598227,18,200.0,27,0.0,29.0,2,12.0,1.0,1.0,1.0,7,2
15,1,0,90,8.75000006824585,18,10.0,12,300.0,30.0,1,25.0,1.0,1.0,2.0,7,2
16,1,130,60,5.271962268980103,20,15.0,10,200.0,25.0,2,25.0,1.0,1.0,1.0,7,2
15,1,0,95,3.6963774910486933,18,90.20207279354662,14,0.0,40.0,1,0.0,1.5,3.0,6.0,7,6
15,1,0,55,3.6269764784366108,18,116.0,13,200.0,40.0,1,0.0,1.0,2.0,3.0,7,6
16,1,363,45,13.012185984514023,19,24.0,11,213.93,26.73,1,10.0,1.0,1.0,1.0,7,1
16,1,19,25,2.675534075951703,20,100.0,18,450.0,35.0,1,5.0,1.0,1.0,1.0,7,2
15,1,189,39,5.834234078955157,18,67.53239464462474,23,70.0,26.73,4,4.0,1.0,2.0,2.0,7,4
16,1,0,61,3.0642065470939515,18,55.66903778207443,33,88.0,18.0,1,0.0,1.5,1.0,1.0,7,2
15,1,236,63,5.19941919174807,20,60.0,26,900.0,85.0,1,4.0,1.0,3.0,3.0,7,6
15,5,312,150,2.8188610376237455,18,106.83513334070216,9,300.0,110.0,2,25.0,2.0,2.0,2.0,7,4
15,1,4,125,1.8503913927822495,18,85.27472664607811,21,500.0,50.0,1,0.0,2.0,2.0,2.0,7,4
15,1,0,50,4.281692491558144,18,96.0,8,213.93,26.73,1,0.0,1.0,2.0,3.0,7,3
15,1,98,50,1.2319566865781515,18,49.82340725634625,6,213.93,26.73,1,0.0,1.0,1.0,1.0,7,2
15,1,254,56,4.3069970123653,20,71.38112939895692,25,200.0,25.0,2,10.0,1.0,2.0,2.0,7,4
16,2,180,40,10.636998286041152,20,20.0,13,213.93,26.73,1,0.0,1.0,1.0,1.0,7,1
16,1,155,40,3.5963521371291605,18,22.0,15,213.93,20.0,2,20.0,1.0,1.0,1.0,10,2
15,1,4,60,13.013542661942353,18,75.0,19,213.93,25.0,2,10.0,1.0,3.0,5.0,7,5
15,5,285,40,2.3943437721565797,18,50.0,18,250.0,60.0,2,12.0,1.0,0.0,2.0,7,4
15,3,189,70,5.740374760868957,18,81.54493921778825,30,1500.0,150.0,1,0.0,1.0,2.0,2.0,7,3
15,1,4,69,6.894402937075327,20,51.55860803293112,16,0.0,25.0,2,5.0,1.0,1.0,1.0,7,2
16,1,11,39,1.0930944012212294,20,100.0,11,213.93,26.73,1,10.0,1.0,1.0,1.0,10,2
16,1,12,45,1.632998630346626,20,270.0,14,100.0,20.0,1,0.0,1.0,1.0,1.0,7,2
15,1,66,35,4.3233136208939325,18,67.85602942791762,16,0.0,30.0,2,15.0,1.0,2.0,3.0,7,3
15,2,0,80,3.721144767640464,19,59.63541781925149,7,213.93,26.73,1,0.0,1.0,2.0,2.0,7,3
16,2,227,26,4.181307825762857,18,18.0,23,250.0,30.0,1,10.0,1.0,1.0,1.0,7,1
16,2,0,35,0.6139648373925723,20,20.0,20,90.0,15.0,1,15.0,2.0,1.0,1.0,10,2
15,2,334,29,13.881330622705688,19,20.0,28,213.93,20.0,1,10.0,1.0,1.0,1.0,7,1
